module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M3,,,26. Why is it important to handle the electrolyte in lead-acid cells with care?,To prevent it from evaporating,To avoid contamination,To increase its density,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""26. Why is it important to handle the electrolyte in lead-acid cells with care?\n    a) To prevent it from evaporating\n    b) To avoid contamination\n    c) To increase its density\n    **Answer: b) To avoid contamination**\nCertainly! Here are 20 multiple-choice questions related to the information about lead-acid battery charging methods, along with their solutions:"", ""question"": ""26. Why is it important to handle the electrolyte in lead-acid cells with care?"", ""options"": [""To prevent it from evaporating"", ""To avoid contamination"", ""To increase its density""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,1. What is the primary purpose of passing direct current through a storage battery in the opposite direction of discharge current?,To increase internal resistance,To discharge the battery,To charge the battery,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""1. What is the primary purpose of passing direct current through a storage battery in the opposite direction of discharge current?\n   a) To increase internal resistance\n   b) To discharge the battery\n   c) To charge the battery\n   **Answer: c) To charge the battery**"", ""question"": ""1. What is the primary purpose of passing direct current through a storage battery in the opposite direction of discharge current?"", ""options"": [""To increase internal resistance"", ""To discharge the battery"", ""To charge the battery""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,2. Why does the external charging source voltage need to be greater than the open circuit voltage of a lead-acid battery?,To reduce the internal resistance,To prevent overcharging,To overcome the voltage drop caused by internal resistance,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""2. Why does the external charging source voltage need to be greater than the open circuit voltage of a lead-acid battery?\n   a) To reduce the internal resistance\n   b) To prevent overcharging\n   c) To overcome the voltage drop caused by internal resistance\n   **Answer: c) To overcome the voltage drop caused by internal resistance**"", ""question"": ""2. Why does the external charging source voltage need to be greater than the open circuit voltage of a lead-acid battery?"", ""options"": [""To reduce the internal resistance"", ""To prevent overcharging"", ""To overcome the voltage drop caused by internal resistance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,3. What happens to the internal resistance of a battery over time?,It decreases,It remains constant,It increases,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""3. What happens to the internal resistance of a battery over time?\n   a) It decreases\n   b) It remains constant\n   c) It increases\n   **Answer: c) It increases**"", ""question"": ""3. What happens to the internal resistance of a battery over time?"", ""options"": [""It decreases"", ""It remains constant"", ""It increases""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,4. Which charging method requires a longer time to fully charge a battery and presents the danger of overcharging?,Constant voltage method,Constant current method,Both methods take the same amount of time,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""4. Which charging method requires a longer time to fully charge a battery and presents the danger of overcharging?\n   a) Constant voltage method\n   b) Constant current method\n   c) Both methods take the same amount of time\n   **Answer: b) Constant current method**"", ""question"": ""4. Which charging method requires a longer time to fully charge a battery and presents the danger of overcharging?"", ""options"": [""Constant voltage method"", ""Constant current method"", ""Both methods take the same amount of time""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,5. What is generated by a storage battery during the charging process and requires precautions to prevent ignition?,Carbon dioxide,Nitrogen,Hydrogen and oxygen,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""5. What is generated by a storage battery during the charging process and requires precautions to prevent ignition?\n   a) Carbon dioxide\n   b) Nitrogen\n   c) Hydrogen and oxygen\n   **Answer: c) Hydrogen and oxygen**"", ""question"": ""5. What is generated by a storage battery during the charging process and requires precautions to prevent ignition?"", ""options"": [""Carbon dioxide"", ""Nitrogen"", ""Hydrogen and oxygen""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,6. What precaution should be taken when connecting or disconnecting a battery to the charge?,Leave the vent caps open,Ensure open flames are present,Turn off the power by means of a remote switch,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""6. What precaution should be taken when connecting or disconnecting a battery to the charge?\n   a) Leave the vent caps open\n   b) Ensure open flames are present\n   c) Turn off the power by means of a remote switch\n   **Answer: c) Turn off the power by means of a remote switch**"", ""question"": ""6. What precaution should be taken when connecting or disconnecting a battery to the charge?"", ""options"": [""Leave the vent caps open"", ""Ensure open flames are present"", ""Turn off the power by means of a remote switch""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,"7. In lead-acid batteries, what causes the internal resistance to increase over time?",Charging at higher voltages,Conversion of active material to lead sulfate,Use of a voltage regulator,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""7. In lead-acid batteries, what causes the internal resistance to increase over time?\n   a) Charging at higher voltages\n   b) Conversion of active material to lead sulfate\n   c) Use of a voltage regulator\n   **Answer: b) Conversion of active material to lead sulfate**"", ""question"": ""7. In lead-acid batteries, what causes the internal resistance to increase over time?"", ""options"": [""Charging at higher voltages"", ""Conversion of active material to lead sulfate"", ""Use of a voltage regulator""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,8. Which method of charging a lead-acid battery is characterized by a high initial current that tapers off as the battery becomes fully charged?,Constant voltage method,Constant current method,Variable voltage method,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""8. Which method of charging a lead-acid battery is characterized by a high initial current that tapers off as the battery becomes fully charged?\n   a) Constant voltage method\n   b) Constant current method\n   c) Variable voltage method\n   **Answer: a) Constant voltage method**"", ""question"": ""8. Which method of charging a lead-acid battery is characterized by a high initial current that tapers off as the battery becomes fully charged?"", ""options"": [""Constant voltage method"", ""Constant current method"", ""Variable voltage method""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,9. What is the danger associated with the constant current method of charging a battery?,Over-discharging,Overheating of the plates,Voltage drop in the external circuit,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""9. What is the danger associated with the constant current method of charging a battery?\n   a) Over-discharging\n   b) Overheating of the plates\n   c) Voltage drop in the external circuit\n   **Answer: b) Overheating of the plates**"", ""question"": ""9. What is the danger associated with the constant current method of charging a battery?"", ""options"": [""Over-discharging"", ""Overheating of the plates"", ""Voltage drop in the external circuit""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,10. How is the specific gravity of the electrolyte in a lead-acid cell measured?,Using a voltmeter,Using a hydrometer,Using an ammeter,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""10. How is the specific gravity of the electrolyte in a lead-acid cell measured?\n    a) Using a voltmeter\n    b) Using a hydrometer\n    c) Using an ammeter\n    **Answer: b) Using a hydrometer**"", ""question"": ""10. How is the specific gravity of the electrolyte in a lead-acid cell measured?"", ""options"": [""Using a voltmeter"", ""Using a hydrometer"", ""Using an ammeter""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,11. When should hydrometer readings be taken for a lead-acid battery?,After adding distilled water,Before adding distilled water,During the charging process,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""11. When should hydrometer readings be taken for a lead-acid battery?\n    a) After adding distilled water\n    b) Before adding distilled water\n    c) During the charging process\n    **Answer: b) Before adding distilled water**"", ""question"": ""11. When should hydrometer readings be taken for a lead-acid battery?"", ""options"": [""After adding distilled water"", ""Before adding distilled water"", ""During the charging process""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,12. What is the purpose of adding distilled water to a lead-acid battery?,To increase the specific gravity,To decrease the internal resistance,To replace evaporated water,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""12. What is the purpose of adding distilled water to a lead-acid battery?\n    a) To increase the specific gravity\n    b) To decrease the internal resistance\n    c) To replace evaporated water\n    **Answer: c) To replace evaporated water**"", ""question"": ""12. What is the purpose of adding distilled water to a lead-acid battery?"", ""options"": [""To increase the specific gravity"", ""To decrease the internal resistance"", ""To replace evaporated water""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,13. Why is it important to consider the temperature when using a hydrometer to measure specific gravity?,Temperature affects the battery's color,Temperature affects the battery's voltage,Temperature affects the hydrometer readings,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""13. Why is it important to consider the temperature when using a hydrometer to measure specific gravity?\n    a) Temperature affects the battery's color\n    b) Temperature affects the battery's voltage\n    c) Temperature affects the hydrometer readings\n    **Answer: c) Temperature affects the hydrometer readings**"", ""question"": ""13. Why is it important to consider the temperature when using a hydrometer to measure specific gravity?"", ""options"": [""Temperature affects the battery's color"", ""Temperature affects the battery's voltage"", ""Temperature affects the hydrometer readings""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,14. What precautions should be taken when handling the electrolyte in a lead-acid battery?,Wear gloves and safety goggles,Use a voltmeter to check acidity,Heat the electrolyte to reduce resistance,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""14. What precautions should be taken when handling the electrolyte in a lead-acid battery?\n    a) Wear gloves and safety goggles\n    b) Use a voltmeter to check acidity\n    c) Heat the electrolyte to reduce resistance\n    **Answer: a) Wear gloves and safety goggles**"", ""question"": ""14. What precautions should be taken when handling the electrolyte in a lead-acid battery?"", ""options"": [""Wear gloves and safety goggles"", ""Use a voltmeter to check acidity"", ""Heat the electrolyte to reduce resistance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,15. What precautions should be taken to prevent ignition of the hydrogen and oxygen mixture generated during battery charging?,Tighten the vent caps,Use open flames for illumination,Avoid open flames and sparks in the vicinity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""15. What precautions should be taken to prevent ignition of the hydrogen and oxygen mixture generated during battery charging?\n    a) Tighten the vent caps\n    b) Use open flames for illumination\n    c) Avoid open flames and sparks in the vicinity\n    **Answer: c) Avoid open flames and sparks in the vicinity**"", ""question"": ""15. What precautions should be taken to prevent ignition of the hydrogen and oxygen mixture generated during battery charging?"", ""options"": [""Tighten the vent caps"", ""Use open flames for illumination"", ""Avoid open flames and sparks in the vicinity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,,,17. What is the purpose of the vent caps on a lead-acid battery during the charging process?,To release excess oxygen,To prevent overcharging,To allow gases to escape safely,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""17. What is the purpose of the vent caps on a lead-acid battery during the charging process?\n    a) To release excess oxygen\n    b) To prevent overcharging\n    c) To allow gases to escape safely\n    **Answer: c) To allow gases to escape safely**"", ""question"": ""17. What is the purpose of the vent caps on a lead-acid battery during the charging process?"", ""options"": [""To release excess oxygen"", ""To prevent overcharging"", ""To allow gases to escape safely""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,18. Which method of charging a lead-acid battery is more commonly used in aircraft charging systems?,Constant voltage method,Constant current method,Variable voltage method,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""18. Which method of charging a lead-acid battery is more commonly used in aircraft charging systems?\n    a) Constant voltage method\n    b) Constant current method\n    c) Variable voltage method\n    **Answer: a) Constant voltage method**"", ""question"": ""18. Which method of charging a lead-acid battery is more commonly used in aircraft charging systems?"", ""options"": [""Constant voltage method"", ""Constant current method"", ""Variable voltage method""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,19. When should the power be turned off by means of a remote switch when working with a battery?,After connecting the battery to the charge,Before connecting the battery to the charge,During the charging process,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""19. When should the power be turned off by means of a remote switch when working with a battery?\n    a) After connecting the battery to the charge\n    b) Before connecting the battery to the charge\n    c) During the charging process\n    **Answer: b) Before connecting the battery to the charge**"", ""question"": ""19. When should the power be turned off by means of a remote switch when working with a battery?"", ""options"": [""After connecting the battery to the charge"", ""Before connecting the battery to the charge"", ""During the charging process""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,20. What is the primary danger associated with overcharging a lead-acid battery?,Decreased internal resistance,Increased specific gravity,Thermal runaway and potential battery damage,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""20. What is the primary danger associated with overcharging a lead-acid battery?\n    a) Decreased internal resistance\n    b) Increased specific gravity\n    c) Thermal runaway and potential battery damage\n    **Answer: c) Thermal runaway and potential battery damage**"", ""question"": ""20. What is the primary danger associated with overcharging a lead-acid battery?"", ""options"": [""Decreased internal resistance"", ""Increased specific gravity"", ""Thermal runaway and potential battery damage""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,2. What is the electrolyte used in nickel-cadmium cells?,Sulfuric acid,Potassium hydroxide (KOH),Distilled water,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""2. What is the electrolyte used in nickel-cadmium cells?\n   a) Sulfuric acid\n   b) Potassium hydroxide (KOH)\n   c) Distilled water\n   **Answer: b) Potassium hydroxide (KOH)**"", ""question"": ""2. What is the electrolyte used in nickel-cadmium cells?"", ""options"": [""Sulfuric acid"", ""Potassium hydroxide (KOH)"", ""Distilled water""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,3. What is the typical open circuit voltage of a nickel-cadmium battery cell?,1.5 volts,1.0 volt,1.25 volts,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""3. What is the typical open circuit voltage of a nickel-cadmium battery cell?\n   a) 1.5 volts\n   b) 1.0 volt\n   c) 1.25 volts\n   **Answer: c) 1.25 volts**"", ""question"": ""3. What is the typical open circuit voltage of a nickel-cadmium battery cell?"", ""options"": [""1.5 volts"", ""1.0 volt"", ""1.25 volts""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,4. What happens to the negative plates of a nickel-cadmium battery during the charging process?,They gain oxygen,They lose oxygen and form metallic cadmium,They remain unchanged,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""4. What happens to the negative plates of a nickel-cadmium battery during the charging process?\n   a) They gain oxygen\n   b) They lose oxygen and form metallic cadmium\n   c) They remain unchanged\n   **Answer: b) They lose oxygen and form metallic cadmium**"", ""question"": ""4. What happens to the negative plates of a nickel-cadmium battery during the charging process?"", ""options"": [""They gain oxygen"", ""They lose oxygen and form metallic cadmium"", ""They remain unchanged""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,5. What causes gassing in nickel-cadmium cells during charging?,Formation of metallic nickel,Decomposition of the electrolyte into hydrogen and oxygen,Overcharging of the positive plates,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""5. What causes gassing in nickel-cadmium cells during charging?\n   a) Formation of metallic nickel\n   b) Decomposition of the electrolyte into hydrogen and oxygen\n   c) Overcharging of the positive plates\n   **Answer: b) Decomposition of the electrolyte into hydrogen and oxygen**"", ""question"": ""5. What causes gassing in nickel-cadmium cells during charging?"", ""options"": [""Formation of metallic nickel"", ""Decomposition of the electrolyte into hydrogen and oxygen"", ""Overcharging of the positive plates""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.3.07(a),,7. What is the result of the chemical action in a nickel-cadmium battery during discharge?,Conversion of electrical energy into chemical energy,Conversion of oxygen into hydrogen,Conversion of chemical energy into electrical energy,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""7. What is the result of the chemical action in a nickel-cadmium battery during discharge?\n   a) Conversion of electrical energy into chemical energy\n   b) Conversion of oxygen into hydrogen\n   c) Conversion of chemical energy into electrical energy\n   **Answer: c) Conversion of chemical energy into electrical energy**"", ""question"": ""7. What is the result of the chemical action in a nickel-cadmium battery during discharge?"", ""options"": [""Conversion of electrical energy into chemical energy"", ""Conversion of oxygen into hydrogen"", ""Conversion of chemical energy into electrical energy""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.07(a)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,8. What type of battery is typically interchangeable with a nickel-cadmium battery?,Alkaline battery,Lead-acid battery,Lithium-ion battery,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""8. What type of battery is typically interchangeable with a nickel-cadmium battery?\n   a) Alkaline battery\n   b) Lead-acid battery\n   c) Lithium-ion battery\n   **Answer: b) Lead-acid battery**"", ""question"": ""8. What type of battery is typically interchangeable with a nickel-cadmium battery?"", ""options"": [""Alkaline battery"", ""Lead-acid battery"", ""Lithium-ion battery""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,9. In what condition should the battery compartment be when replacing a lead acid battery with a nickel-cadmium battery?,Wet and filled with acid,"Dry, clean, and free of acid residues",Painted with sulfuric acid-resistant varnish,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""9. In what condition should the battery compartment be when replacing a lead acid battery with a nickel-cadmium battery?\n   a) Wet and filled with acid\n   b) Dry, clean, and free of acid residues\n   c) Painted with sulfuric acid-resistant varnish\n   **Answer: b) Dry, clean, and free of acid residues**"", ""question"": ""9. In what condition should the battery compartment be when replacing a lead acid battery with a nickel-cadmium battery?"", ""options"": [""Wet and filled with acid"", ""Dry, clean, and free of acid residues"", ""Painted with sulfuric acid-resistant varnish""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.03.03,,"10. In extended standby applications, which type of battery is often preferred over nickel-cadmium batteries?",Nickel-cadmium (Ni-Cad),Lead-acid,Alkaline,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""10. In extended standby applications, which type of battery is often preferred over nickel-cadmium batteries?\n    a) Nickel-cadmium (Ni-Cad)\n    b) Lead-acid\n    c) Alkaline\n    **Answer: b) Lead-acid**"", ""question"": ""10. In extended standby applications, which type of battery is often preferred over nickel-cadmium batteries?"", ""options"": [""Nickel-cadmium (Ni-Cad)"", ""Lead-acid"", ""Alkaline""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,11. What should be done to the battery sump jar pad before connecting the battery vent system?,Soak it in distilled water,Saturate it with a boric acid and water solution,Replace it with a new pad,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""11. What should be done to the battery sump jar pad before connecting the battery vent system?\n    a) Soak it in distilled water\n    b) Saturate it with a boric acid and water solution\n    c) Replace it with a new pad\n    **Answer: b) Saturate it with a boric acid and water solution**"", ""question"": ""11. What should be done to the battery sump jar pad before connecting the battery vent system?"", ""options"": [""Soak it in distilled water"", ""Saturate it with a boric acid and water solution"", ""Replace it with a new pad""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,12. Which element is found in the charged positive plate (Anode) of a nickel-cadmium cell?,Nickel,Cadmium,Hydrogen,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""12. Which element is found in the charged positive plate (Anode) of a nickel-cadmium cell?\n    a) Nickel\n    b) Cadmium\n    c) Hydrogen\n    **Answer: a) Nickel**"", ""question"": ""12. Which element is found in the charged positive plate (Anode) of a nickel-cadmium cell?"", ""options"": [""Nickel"", ""Cadmium"", ""Hydrogen""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,14. Which type of nickel-cadmium cells are suited for very high-rate charge and discharge service?,Pocket plate cells,Thin sintered plate cells,Sintered nickel matrices cells,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,3.5.docx,"{""raw"": ""14. Which type of nickel-cadmium cells are suited for very high-rate charge and discharge service?\n    a) Pocket plate cells\n    b) Thin sintered plate cells\n    c) Sintered nickel matrices cells\n    **Answer: b) Thin sintered plate cells**"", ""question"": ""14. Which type of nickel-cadmium cells are suited for very high-rate charge and discharge service?"", ""options"": [""Pocket plate cells"", ""Thin sintered plate cells"", ""Sintered nickel matrices cells""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""3.5.docx"", ""source_module"": ""M3"", ""fmt"": ""docx"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
